alert_type,urgency,hour,weekday,nearby_reports,recent_reports,rain_probability,risk_level
Incendio,Media,3,2,3,0,0.36,1
Tránsito,Baja,0,6,1,1,0.87,1
Residuos,Baja,15,0,1,3,0.4,0
Iluminación,Baja,19,1,6,0,0.93,1
Iluminación,Alta,10,5,0,2,0.95,1
Seguridad,Baja,19,1,2,2,0.1,1
Iluminación,Baja,14,3,2,0,0.12,0
Iluminación,Baja,4,5,3,5,0.44,1
Residuos,Baja,15,2,0,6,0.58,0
Residuos,Baja,1,3,8,2,0.79,1
Residuos,Baja,7,1,0,0,0.13,0
Seguridad,Alta,11,1,0,1,0.72,1
Residuos,Baja,5,4,7,1,0.86,1
Seguridad,Baja,13,2,5,0,0.75,1
Iluminación,Baja,3,2,5,0,0.8,1
Iluminación,Media,6,4,3,0,0.48,1
Bache,Media,1,6,1,4,0.19,1
Iluminación,Baja,3,4,5,0,0.02,1
Iluminación,Alta,22,0,2,0,0.67,1
Iluminación,Media,12,4,3,1,0.87,1
Residuos,Media,16,5,2,1,0.92,1
Residuos,Baja,14,4,0,5,0.75,0
Residuos,Baja,3,1,8,0,0.88,1
Residuos,Media,5,2,6,1,0.3,1
Residuos,Baja,15,0,4,2,0.7,1
Residuos,Baja,10,4,3,2,0.49,1
Bache,Baja,12,5,3,5,0.13,1
Residuos,Media,23,5,8,0,0.24,1
Iluminación,Baja,16,3,4,3,0.29,1
Incendio,Baja,14,4,2,0,0.31,0
Iluminación,Baja,13,0,0,6,0.47,1
Incendio,Baja,19,1,0,4,0.03,1
Iluminación,Media,16,5,0,2,0.7,1
Bache,Baja,21,2,0,3,0.14,0
Iluminación,Media,2,0,2,3,0.14,1
Iluminación,Baja,23,4,4,2,0.03,1
Residuos,Baja,2,3,0,3,0.29,0
Bache,Baja,16,3,0,2,0.7,0
Iluminación,Media,17,2,2,0,0.51,1
Iluminación,Baja,6,0,0,0,0.0,0
Seguridad,Media,11,0,2,1,0.44,1
Bache,Baja,23,4,3,0,0.37,0
Tránsito,Baja,1,3,1,1,0.08,0
Seguridad,Baja,15,6,0,6,0.96,1
Bache,Media,14,5,0,0,0.96,1
Residuos,Baja,10,3,1,0,0.69,0
Seguridad,Baja,14,4,2,1,0.23,1
Incendio,Baja,0,6,4,0,0.02,1
Iluminación,Baja,7,3,2,1,0.45,1
Residuos,Media,10,6,3,2,0.66,1
Bache,Media,10,6,2,2,0.1,1
Iluminación,Baja,20,2,7,0,0.93,1
Residuos,Media,13,1,4,2,0.88,1
Iluminación,Baja,4,0,5,2,0.59,1
Incendio,Media,3,4,1,2,0.28,1
Residuos,Media,14,1,2,4,0.64,1
Bache,Media,10,6,1,0,0.61,0
Iluminación,Media,11,6,8,0,0.81,1
Bache,Baja,20,5,2,0,0.36,1
Tránsito,Baja,23,6,3,2,0.53,1
Seguridad,Baja,13,6,4,2,0.02,1
Iluminación,Baja,14,0,0,5,0.14,1
Residuos,Media,3,0,2,0,0.16,0
Bache,Baja,7,0,0,4,0.47,1
Incendio,Baja,23,1,1,1,0.34,0
Seguridad,Media,5,6,3,1,0.96,1
Incendio,Baja,4,4,0,1,0.97,0
Tránsito,Alta,1,6,0,1,0.6,1
Incendio,Baja,7,5,0,5,0.47,1
Residuos,Alta,12,0,3,0,0.69,1
Tránsito,Baja,10,5,3,1,0.17,1
Residuos,Baja,7,5,4,1,0.75,1
Bache,Media,2,6,2,0,0.61,1
Tránsito,Baja,4,0,7,1,0.67,1
Incendio,Baja,9,3,4,0,0.39,1
Residuos,Media,3,0,2,3,0.61,1
Residuos,Media,12,0,2,6,0.08,1
Incendio,Media,7,0,0,1,0.05,1
Residuos,Alta,4,6,3,0,0.29,1
Bache,Baja,19,3,4,1,0.55,1
Residuos,Media,7,3,0,3,0.54,1
Iluminación,Baja,22,6,0,1,0.92,0
Residuos,Media,13,5,5,0,0.65,1
Iluminación,Baja,18,2,3,1,0.18,1
Seguridad,Baja,9,4,1,2,0.39,1
Iluminación,Baja,6,0,0,5,0.85,1
Incendio,Baja,5,1,1,2,0.34,1
Iluminación,Alta,12,4,0,0,0.39,1
Iluminación,Media,10,5,1,4,0.25,1
Bache,Media,10,2,0,2,0.16,1
Residuos,Media,23,0,6,1,0.96,1
Seguridad,Baja,9,2,2,2,0.01,1
Residuos,Baja,10,2,3,5,0.82,1
Iluminación,Alta,15,4,1,1,0.05,1
Iluminación,Media,13,2,5,0,0.37,1
Residuos,Media,12,2,0,2,0.62,0
Tránsito,Baja,5,6,2,0,0.61,0
Iluminación,Media,14,5,1,3,0.9,1
Seguridad,Baja,8,4,0,6,0.9,1
Residuos,Baja,13,4,3,0,0.09,0
Residuos,Baja,3,2,5,2,0.14,1
Seguridad,Media,7,2,2,0,0.55,1
Residuos,Alta,14,0,2,0,0.52,1
Seguridad,Media,23,5,1,3,0.23,1
Incendio,Media,23,3,2,2,0.62,1
Iluminación,Baja,19,4,0,0,0.6,0
Iluminación,Media,1,0,2,0,0.18,1
Iluminación,Baja,13,6,1,5,0.91,1
Seguridad,Baja,3,4,2,6,0.96,1
Iluminación,Baja,5,5,1,0,0.04,0
Bache,Baja,5,4,4,3,0.13,1
Bache,Baja,1,3,2,3,0.1,1
Residuos,Alta,1,6,4,0,0.18,1
Tránsito,Baja,12,6,4,1,0.34,1
Residuos,Media,22,1,2,3,0.76,1
Residuos,Baja,15,0,3,5,0.53,1
Incendio,Alta,10,1,1,1,0.26,1
Bache,Media,1,0,1,0,0.01,0
Seguridad,Baja,6,1,1,2,0.31,1
Residuos,Baja,8,4,0,2,0.42,0
Iluminación,Media,10,6,0,0,0.45,0
Residuos,Baja,22,1,0,1,0.19,0
Residuos,Baja,12,3,0,3,0.69,0
Residuos,Baja,12,0,2,2,0.48,0
Residuos,Baja,14,6,0,6,0.48,0
Iluminación,Baja,2,3,2,0,0.62,0
Residuos,Media,1,3,0,1,0.29,0
Bache,Baja,12,1,1,1,0.15,0
Residuos,Baja,5,1,0,5,0.4,0
Iluminación,Baja,16,3,0,0,0.4,0
Residuos,Baja,5,1,0,5,0.59,0
Residuos,Baja,7,2,1,1,0.67,0
Bache,Baja,2,5,0,2,0.68,0
Incendio,Baja,22,3,0,1,0.95,0
Residuos,Media,23,6,0,0,0.21,0
Residuos,Baja,13,5,1,3,0.27,0
Bache,Baja,20,2,0,1,0.07,0
Seguridad,Baja,23,3,1,0,0.03,0
Iluminación,Baja,17,1,0,0,0.74,0
Iluminación,Baja,11,4,0,1,0.84,0
Residuos,Baja,13,4,2,1,0.2,0
Incendio,Baja,22,3,0,2,0.68,0
Tránsito,Baja,21,2,0,0,0.29,0
Tránsito,Baja,23,0,1,0,0.42,0
Residuos,Baja,5,2,2,2,0.96,0
Residuos,Media,10,6,1,1,0.6,0
Residuos,Media,17,4,0,0,0.01,0
Incendio,Media,5,0,0,0,0.83,0
Tránsito,Baja,15,6,1,1,0.28,0
Iluminación,Baja,1,3,0,1,0.56,0
Bache,Baja,16,0,0,1,0.47,0
Incendio,Baja,5,3,1,0,0.19,0
Residuos,Media,14,2,1,0,0.67,0
Residuos,Baja,21,3,2,2,0.39,0
Seguridad,Baja,0,4,0,1,0.89,0
Iluminación,Baja,20,6,0,0,0.97,0
Residuos,Media,1,0,1,1,0.02,0
Residuos,Baja,4,6,0,3,0.45,0
Residuos,Baja,10,0,3,1,0.99,0
Residuos,Baja,8,2,0,2,1.0,0
Bache,Baja,10,5,1,2,0.36,0
Residuos,Baja,16,2,3,1,0.85,0
Residuos,Baja,16,0,3,0,0.77,0
Iluminación,Baja,23,0,0,3,0.37,0
Residuos,Media,21,0,1,0,0.19,0
Residuos,Baja,10,5,3,1,0.84,0
Residuos,Baja,2,1,1,3,0.2,0
Residuos,Baja,22,1,0,5,0.05,0
Seguridad,Baja,13,0,0,0,0.61,0
Residuos,Media,2,6,1,0,0.49,0
Seguridad,Baja,13,1,0,2,0.9,0
Iluminación,Baja,22,0,3,0,0.41,0
Iluminación,Baja,23,0,1,1,0.74,0
Bache,Media,13,1,1,0,0.69,0
Residuos,Baja,14,2,0,5,0.6,0
Bache,Baja,0,1,1,2,0.64,0
Residuos,Baja,16,0,0,4,0.18,0
Residuos,Baja,16,2,3,0,0.69,0
Seguridad,Baja,3,5,0,1,0.55,0
Residuos,Baja,23,3,2,2,0.42,0
Iluminación,Baja,1,3,0,1,0.42,0
Iluminación,Baja,15,0,2,0,0.2,0
Seguridad,Media,13,2,0,0,0.88,0
Iluminación,Baja,8,3,0,1,0.53,0
Bache,Baja,14,5,0,0,0.47,0
Iluminación,Media,1,1,0,1,0.63,0
Iluminación,Baja,14,3,2,1,0.4,0
Iluminación,Baja,2,2,3,0,0.1,0
Bache,Baja,16,3,0,3,0.54,0
Bache,Media,2,6,0,1,0.68,0
Residuos,Baja,11,1,1,0,0.65,0
Iluminación,Media,21,2,1,0,0.19,0
Incendio,Media,0,6,0,0,0.48,0
Incendio,Baja,22,3,0,0,0.53,0
Tránsito,Baja,11,6,0,1,0.43,0
Residuos,Media,10,1,2,0,0.7,0
Residuos,Baja,15,5,0,1,0.33,0
Bache,Baja,5,2,0,0,0.57,0
Bache,Baja,8,0,0,1,0.66,0
Residuos,Baja,2,6,0,0,0.8,0
Residuos,Baja,21,3,0,6,0.77,0
Bache,Baja,12,1,2,0,0.59,0
Iluminación,Baja,4,5,0,3,0.14,0
Incendio,Baja,12,6,0,1,0.91,0
Iluminación,Media,22,6,0,1,0.35,0
Tránsito,Baja,14,5,0,1,0.59,0
Iluminación,Baja,2,5,0,2,0.85,0
Residuos,Baja,14,4,2,2,0.84,0
Bache,Baja,6,0,0,0,0.7,0
Residuos,Baja,23,4,1,0,0.16,0
Seguridad,Media,0,0,0,0,0.14,0
Bache,Media,0,0,1,0,0.35,0
Bache,Media,4,3,0,0,0.22,0
Incendio,Baja,4,6,0,0,0.95,0
Residuos,Baja,12,3,0,0,0.49,0
Residuos,Baja,1,2,0,5,0.35,0
Iluminación,Baja,23,2,1,0,0.67,0
Bache,Baja,17,5,0,0,0.09,0
Residuos,Media,11,4,0,1,0.49,0
Bache,Baja,3,0,0,3,0.16,0
Incendio,Baja,0,4,0,1,0.71,0
Seguridad,Media,13,1,0,0,0.91,0
Tránsito,Baja,12,2,0,0,0.14,0
Residuos,Baja,0,3,0,3,0.68,0
Residuos,Media,13,2,2,0,0.78,0
Seguridad,Baja,2,4,2,0,0.33,0
Residuos,Baja,2,4,1,3,0.72,0
Seguridad,Baja,10,5,0,0,0.98,0
Iluminación,Media,14,4,1,0,0.79,0
Residuos,Baja,5,4,0,5,0.45,0
Seguridad,Baja,10,4,0,1,0.28,0
Bache,Baja,19,0,1,0,0.03,0
Residuos,Baja,1,3,1,2,0.57,0
Iluminación,Baja,16,0,0,1,0.89,0
Bache,Media,1,6,1,0,0.31,0
Tránsito,Baja,5,3,0,2,0.61,0
Iluminación,Baja,13,5,0,2,0.72,0
Tránsito,Baja,4,4,0,1,0.06,0
Incendio,Baja,13,1,0,1,0.42,0
Residuos,Baja,16,4,2,1,0.69,0
Residuos,Baja,12,2,2,0,1.0,0
Seguridad,Baja,4,1,0,1,0.27,0
Bache,Baja,3,0,0,2,0.55,0
Iluminación,Baja,12,6,0,0,0.74,0
Residuos,Media,13,1,0,1,0.71,0
Residuos,Baja,18,4,0,1,0.35,0
Residuos,Baja,11,4,1,1,0.71,0
Iluminación,Baja,11,3,3,0,0.84,0
Residuos,Baja,14,2,1,1,0.07,0
Iluminación,Media,4,5,0,1,0.1,0
Residuos,Baja,13,0,3,0,0.37,0
Residuos,Baja,15,0,1,1,0.93,0
Residuos,Media,11,2,1,0,0.27,0
Residuos,Baja,16,2,4,0,0.77,0
Iluminación,Baja,4,2,2,0,0.5,0
Bache,Baja,22,2,0,3,0.61,0
Seguridad,Baja,1,2,1,0,0.75,0
Incendio,Media,23,5,0,0,0.07,0
Iluminación,Media,5,0,0,1,0.19,0
Residuos,Baja,12,1,1,3,0.24,0
Bache,Baja,10,6,2,0,0.64,0
Incendio,Baja,3,4,0,2,0.22,0
Iluminación,Baja,21,6,1,1,0.23,0
Bache,Media,21,1,1,0,0.12,0
Residuos,Baja,8,6,1,1,0.07,0
Residuos,Baja,13,5,1,3,0.51,0
Iluminación,Baja,10,1,0,0,0.06,0
Incendio,Baja,14,6,1,0,0.54,0
Bache,Baja,15,0,0,2,0.64,0
Bache,Baja,23,6,0,0,0.16,0
Iluminación,Baja,21,1,1,2,0.18,0
Seguridad,Media,22,4,0,0,0.27,0
Residuos,Baja,5,1,1,0,0.25,0
Incendio,Baja,22,5,2,0,0.02,0
Tránsito,Baja,3,0,1,0,0.29,0
Iluminación,Baja,12,0,1,2,0.83,0
Iluminación,Baja,17,6,0,1,0.3,0
Tránsito,Media,21,3,0,0,0.43,0
Iluminación,Baja,22,1,2,0,0.66,0
Residuos,Baja,10,1,1,0,0.27,0
Iluminación,Media,12,3,0,0,0.08,0
Incendio,Baja,1,0,1,1,0.0,0
Residuos,Baja,21,4,0,6,0.64,0
Incendio,Baja,4,6,0,1,0.55,0
Residuos,Baja,0,2,0,3,0.73,0
Residuos,Baja,2,6,1,3,0.73,0
Residuos,Baja,23,3,0,1,0.79,0
Incendio,Baja,4,4,2,0,0.57,0
Tránsito,Baja,5,6,0,0,0.65,0
Iluminación,Baja,16,5,1,0,0.6,0
Seguridad,Media,0,2,0,0,0.51,0
Residuos,Baja,3,3,0,1,0.29,0
Tránsito,Media,1,5,0,0,0.6,0
Seguridad,Baja,5,1,0,0,0.92,0
Incendio,Baja,10,4,2,0,0.83,0
Bache,Baja,2,1,0,1,0.26,0
Seguridad,Baja,11,5,0,0,0.72,0
Bache,Baja,0,0,1,1,0.48,0
Incendio,Baja,2,6,1,1,0.01,0
Iluminación,Baja,11,2,2,1,0.7,0
Residuos,Baja,3,1,0,2,0.82,0
Residuos,Baja,6,3,1,0,0.47,0
Residuos,Media,16,3,2,0,0.0,0
Residuos,Media,0,2,1,0,0.1,0
Residuos,Baja,13,2,1,1,0.03,0
Residuos,Media,11,5,0,0,0.46,0
Tránsito,Media,22,3,0,0,0.09,0
Bache,Baja,11,3,2,0,0.39,0
Seguridad,Media,5,0,0,0,0.78,0
Residuos,Baja,23,4,1,1,0.96,0
Residuos,Baja,7,4,0,1,0.55,0
Seguridad,Baja,0,1,2,0,0.09,0
Iluminación,Baja,3,1,3,0,0.45,0
Residuos,Media,22,5,2,0,0.75,0
Residuos,Baja,14,6,2,0,0.03,0
Iluminación,Baja,0,3,2,0,0.02,0
Tránsito,Baja,2,5,2,0,0.47,0
Bache,Baja,11,5,2,1,0.32,0
Seguridad,Baja,1,3,1,0,0.63,0
Incendio,Baja,2,6,0,1,0.15,0
Residuos,Baja,0,5,0,3,0.31,0
Residuos,Baja,21,0,0,2,0.98,0
Seguridad,Baja,4,0,0,2,0.3,0
Iluminación,Baja,6,2,0,1,0.65,0
Iluminación,Media,21,2,0,0,0.47,0
Bache,Baja,9,5,1,0,0.19,0
Bache,Baja,0,1,0,3,0.58,0
Residuos,Media,21,6,1,0,0.05,0
Residuos,Baja,3,3,0,6,0.16,0
Iluminación,Baja,15,6,0,0,0.08,0
Residuos,Baja,1,2,0,6,0.15,0
Bache,Baja,13,0,0,1,0.63,0
Incendio,Baja,15,6,1,1,0.57,0
Residuos,Baja,16,4,1,0,0.15,0
Tránsito,Baja,16,6,0,1,0.61,0
Residuos,Media,23,1,0,1,0.57,0
Residuos,Baja,4,3,0,6,0.35,0
Incendio,Baja,16,0,2,0,0.07,0
Iluminación,Baja,22,1,3,0,0.65,0
Residuos,Baja,4,4,2,2,0.16,0
Iluminación,Baja,7,5,0,0,0.56,0
Residuos,Media,14,2,1,1,0.54,0
Iluminación,Baja,10,6,2,0,0.9,0
Bache,Baja,12,0,2,0,0.19,0
Incendio,Media,22,0,0,0,0.32,0
Iluminación,Baja,16,4,0,0,0.58,0
Residuos,Baja,17,2,1,0,0.1,0
Incendio,Baja,10,4,0,1,0.35,0
Iluminación,Baja,19,5,1,0,0.67,0
Incendio,Baja,0,1,0,1,0.2,0
Residuos,Baja,10,3,2,0,0.82,0
Residuos,Baja,16,3,0,6,0.98,0
Residuos,Baja,12,0,0,6,0.89,0
Residuos,Media,10,6,2,0,0.02,0
Tránsito,Baja,15,3,1,0,0.23,0
Iluminación,Baja,4,1,2,0,0.1,0
Residuos,Baja,16,2,1,3,0.36,0
Residuos,Baja,16,6,2,1,0.15,0
Incendio,Baja,3,0,0,2,0.98,0
Seguridad,Baja,2,0,0,0,0.73,0
Bache,Baja,1,4,0,1,0.2,0
Residuos,Media,15,5,0,0,0.74,0
Residuos,Media,21,1,1,1,0.53,0
Residuos,Media,1,2,1,1,0.56,0
Bache,Baja,5,0,1,2,0.53,0
Residuos,Baja,22,1,1,0,0.95,0
Residuos,Baja,21,1,0,0,0.31,0
Residuos,Baja,20,3,1,0,0.43,0
Seguridad,Baja,1,6,0,1,0.11,0
Residuos,Media,4,2,1,0,0.37,0
Seguridad,Baja,12,6,1,0,0.52,0
Iluminación,Media,3,0,1,0,0.86,0
Seguridad,Baja,22,2,0,0,0.98,0
Residuos,Baja,5,0,2,0,0.63,0
Incendio,Baja,16,3,1,0,0.34,0
Bache,Media,1,6,0,0,0.24,0
Residuos,Baja,2,4,2,2,0.18,0
Bache,Baja,11,4,1,1,0.51,0
Incendio,Baja,2,5,0,0,0.03,0
Incendio,Baja,18,5,0,0,0.13,0
Bache,Baja,11,4,1,2,0.7,0
Incendio,Baja,1,1,0,0,0.7,0
Residuos,Baja,19,4,0,1,0.14,0
Residuos,Baja,5,3,1,0,0.67,0
Residuos,Baja,14,2,2,2,0.88,0
Seguridad,Media,3,3,0,0,0.15,0
Iluminación,Baja,22,6,0,0,0.43,0
Incendio,Baja,21,4,1,1,0.38,0
Residuos,Baja,15,6,0,5,0.66,0
Seguridad,Media,16,5,0,0,0.35,0
Residuos,Baja,0,5,0,1,0.75,0
Bache,Media,23,5,0,0,0.47,0
Bache,Baja,22,0,2,0,0.13,0
Residuos,Baja,16,5,1,1,0.32,0
Seguridad,Baja,8,5,0,0,0.74,0
Iluminación,Media,2,5,0,0,0.33,0
Iluminación,Baja,1,6,1,1,0.04,0
Residuos,Media,2,5,0,0,0.28,0
Incendio,Baja,21,4,0,0,0.34,0
Seguridad,Baja,2,6,1,0,0.27,0
Incendio,Media,5,5,0,0,0.99,0
Residuos,Baja,6,0,1,0,0.94,0
Iluminación,Media,10,5,0,0,0.13,0
Iluminación,Baja,15,0,0,2,0.86,0
Residuos,Baja,1,4,0,1,0.35,0
Residuos,Media,14,0,0,2,0.69,0
Residuos,Baja,6,4,0,0,0.71,0
Bache,Media,3,5,0,1,0.35,0
Iluminación,Baja,15,1,2,1,0.66,0
Iluminación,Baja,4,3,2,1,0.38,0
Bache,Baja,11,4,1,2,0.14,0
Incendio,Baja,21,1,0,0,0.61,0
Residuos,Baja,1,2,0,3,0.83,0
Residuos,Media,13,4,0,0,0.53,0
Residuos,Baja,5,4,0,4,0.67,0
Residuos,Baja,15,2,0,2,0.55,0
Residuos,Alta,3,2,0,0,0.49,0
Tránsito,Baja,14,5,1,0,0.12,0
Tránsito,Baja,16,2,1,1,0.26,0
Seguridad,Baja,9,0,0,0,0.44,0
Bache,Media,3,2,0,1,0.33,0
Residuos,Media,5,2,1,0,0.53,0
Seguridad,Baja,16,6,2,0,0.76,0
Residuos,Baja,4,6,2,0,0.42,0
Bache,Baja,11,5,0,0,0.27,0
Residuos,Baja,1,0,3,1,0.97,0
Bache,Media,13,4,0,0,0.54,0
Iluminación,Baja,7,4,1,0,0.61,0
Residuos,Baja,15,4,2,0,0.87,0
Incendio,Media,21,0,0,0,0.9,0
Incendio,Media,16,3,0,0,0.84,0
Iluminación,Baja,23,3,0,2,0.73,0
Residuos,Baja,21,2,3,1,0.24,0
Residuos,Baja,17,2,1,1,0.51,0
Seguridad,Baja,23,6,1,0,0.15,0
Residuos,Baja,16,5,1,3,0.51,0
Iluminación,Baja,8,5,0,0,0.57,0
Iluminación,Media,10,4,0,0,0.93,0
Bache,Baja,3,6,3,0,0.2,0
Bache,Baja,13,6,0,3,0.38,0
Incendio,Baja,12,0,0,1,0.3,0
Residuos,Alta,15,1,0,0,0.95,0
Residuos,Baja,22,3,3,1,0.62,0
Residuos,Alta,5,2,0,0,0.09,0
Iluminación,Baja,23,1,0,0,0.61,0
Seguridad,Baja,18,4,0,0,0.25,0
Residuos,Baja,15,1,0,5,0.38,0
Residuos,Media,10,3,1,1,0.7,0
Iluminación,Baja,0,2,1,0,0.53,0
Residuos,Baja,2,6,1,2,0.3,0
Incendio,Media,1,6,0,0,0.1,0
Bache,Baja,13,6,3,0,0.52,0
Residuos,Baja,11,3,2,0,0.31,0
Tránsito,Baja,2,5,0,0,0.2,0
Seguridad,Baja,9,6,0,0,0.73,0
Iluminación,Media,2,3,0,1,0.14,0
Residuos,Baja,10,1,0,4,0.36,0
Residuos,Baja,5,3,0,5,0.95,0
Incendio,Baja,22,2,2,0,0.49,0
Residuos,Baja,1,3,3,1,0.99,0
Bache,Baja,16,5,1,2,0.54,0
Residuos,Baja,0,2,0,1,0.56,0
Seguridad,Baja,13,4,1,1,0.66,0
Incendio,Media,1,4,0,0,0.49,0
Seguridad,Media,12,4,0,0,0.39,0
Tránsito,Baja,2,5,0,0,0.18,0
Seguridad,Baja,0,0,1,0,0.93,0
Iluminación,Baja,11,1,1,2,0.31,0
Residuos,Baja,22,1,0,2,0.24,0
Iluminación,Baja,10,4,3,0,0.78,0
Residuos,Baja,1,3,0,6,0.88,0
Residuos,Baja,11,4,4,0,0.47,0
Residuos,Baja,17,0,0,1,0.29,0
Bache,Baja,23,2,1,0,0.13,0
Residuos,Baja,8,5,1,1,0.11,0
Bache,Baja,11,0,1,2,0.26,0
Residuos,Baja,16,4,0,5,0.87,0
Bache,Baja,23,6,2,1,0.09,0
Bache,Baja,23,3,2,0,0.64,0
Residuos,Baja,6,4,0,0,0.25,0
Seguridad,Baja,15,0,2,0,0.8,0
Residuos,Baja,23,6,0,4,0.02,0
Residuos,Baja,12,1,0,0,0.18,0
Residuos,Baja,14,5,0,3,0.74,0
Bache,Baja,5,1,0,0,0.59,0
Residuos,Baja,13,6,0,2,0.71,0
Residuos,Media,8,0,0,0,0.45,0
Tránsito,Baja,9,2,0,0,0.7,0
Residuos,Media,4,6,1,1,0.14,0
Incendio,Baja,1,5,1,0,0.37,0
Iluminación,Media,23,4,0,1,0.54,0
Bache,Baja,23,5,1,0,0.42,0
Residuos,Baja,14,4,3,0,0.13,0
Iluminación,Media,0,3,1,0,0.06,0
Incendio,Media,3,1,0,0,0.17,0
Residuos,Baja,4,1,0,0,0.18,0
Residuos,Media,14,5,0,0,0.88,0
Iluminación,Baja,23,3,2,1,0.34,0
Bache,Baja,10,5,1,2,0.11,0
Residuos,Baja,15,4,0,1,0.41,0
Residuos,Baja,3,1,0,0,0.61,0
Residuos,Baja,4,0,1,2,0.48,0
Seguridad,Baja,13,6,0,1,0.23,0
Residuos,Baja,11,4,1,2,0.91,0
Residuos,Baja,15,4,2,1,0.4,0
Residuos,Media,10,1,0,0,0.23,0
Iluminación,Media,10,6,0,1,0.44,0
Residuos,Baja,16,6,1,3,0.3,0
Incendio,Baja,17,0,0,0,0.79,0
Residuos,Baja,2,3,2,2,0.16,0
Incendio,Media,4,3,0,0,0.79,0
Residuos,Media,4,5,2,0,0.24,0
Tránsito,Baja,18,5,0,0,0.01,0
Residuos,Baja,3,2,3,0,0.85,0
Incendio,Baja,23,2,1,0,0.58,0
Residuos,Media,0,2,2,0,0.57,0
Bache,Baja,1,0,1,1,0.03,0
Seguridad,Baja,5,3,0,0,0.07,0
Incendio,Baja,11,3,1,1,0.49,0
Incendio,Baja,15,2,0,1,0.0,0
Seguridad,Baja,11,4,0,1,0.64,0
Incendio,Media,23,0,0,0,0.43,0
Iluminación,Baja,23,2,0,0,0.79,0
Iluminación,Baja,16,2,0,2,0.32,0
Incendio,Baja,20,2,0,0,0.12,0
Incendio,Baja,11,2,1,0,0.51,0
Bache,Baja,16,1,2,1,0.03,0
Iluminación,Baja,23,2,0,1,0.22,0
Incendio,Baja,12,3,1,1,0.2,0
Tránsito,Baja,13,1,1,1,0.44,0
Tránsito,Baja,10,3,1,1,0.04,0
Residuos,Baja,23,1,0,2,0.86,0
Seguridad,Baja,12,2,1,0,0.37,0
Residuos,Baja,22,4,4,0,0.38,0
Bache,Media,21,6,0,0,0.19,0
Iluminación,Baja,1,5,1,2,0.43,0
Residuos,Baja,13,6,3,1,0.46,0
Residuos,Baja,1,2,0,6,0.53,0
Iluminación,Media,5,6,1,0,0.46,0
Tránsito,Baja,7,5,0,0,0.63,0
Seguridad,Baja,11,6,2,0,0.97,0
Seguridad,Baja,1,1,0,2,0.9,0
Incendio,Media,14,1,0,0,0.28,0
Seguridad,Baja,12,2,2,0,0.02,0
Residuos,Baja,20,1,0,1,0.21,0
Bache,Baja,17,1,1,0,0.58,0
Incendio,Baja,10,1,1,1,0.97,0
Iluminación,Baja,12,4,1,0,0.83,0
Residuos,Media,16,5,2,0,0.07,0
Tránsito,Baja,2,4,1,1,0.27,0
Residuos,Baja,4,4,1,2,0.11,0
Iluminación,Baja,14,1,0,3,0.33,0
Incendio,Baja,2,0,2,0,0.83,0
Residuos,Baja,3,1,4,0,0.94,0
Residuos,Media,11,5,0,0,0.52,0
Tránsito,Baja,13,5,1,1,0.15,0
Residuos,Baja,4,3,0,2,0.84,0
Seguridad,Media,11,1,0,0,0.18,0
Bache,Baja,4,4,1,0,0.35,0
Iluminación,Baja,20,1,0,1,0.91,0
Residuos,Baja,11,6,2,0,0.96,0
Tránsito,Baja,23,6,0,2,0.53,0
Residuos,Baja,1,3,2,0,0.61,0
Residuos,Baja,10,5,3,0,0.57,0
Seguridad,Baja,15,6,0,2,0.14,0
Residuos,Baja,16,3,1,0,0.61,0
Seguridad,Baja,12,3,1,0,0.23,0
Residuos,Baja,14,6,1,0,0.94,0
Residuos,Baja,8,0,0,0,0.78,0
Residuos,Baja,5,6,0,2,0.25,0
Incendio,Baja,15,0,1,0,0.26,0
Bache,Baja,1,4,1,0,0.02,0
Residuos,Baja,3,2,0,3,0.32,0
Iluminación,Baja,1,3,1,2,0.89,0
Bache,Baja,5,5,0,2,0.25,0
Iluminación,Baja,16,2,1,1,0.23,0
Residuos,Baja,3,6,0,3,0.14,0
Incendio,Baja,6,1,0,0,0.33,0
Residuos,Baja,9,2,1,1,0.1,0
Residuos,Media,3,1,0,2,0.91,0
Bache,Baja,15,4,0,3,0.06,0
Seguridad,Baja,15,3,2,0,0.74,0
Iluminación,Baja,22,2,3,0,0.62,0
Bache,Baja,3,0,0,3,0.03,0
Bache,Media,5,6,1,0,0.26,0
Iluminación,Baja,19,3,0,0,0.07,0
Iluminación,Media,14,0,1,0,0.16,0
Iluminación,Baja,0,1,0,3,0.37,0
Tránsito,Baja,2,0,0,2,0.31,0
Seguridad,Media,5,4,0,0,0.84,0
